0, 555, 288, 304.44, 4639032
5, 493, 250, 304.41, 4639032
10, 434, 215, 304.38, 4639032
15, 419, 184, 304.34, 4639056
20, 391, 164, 304.32, 4639056
25, 344, 141, 304.29, 4639056
30, 307, 124, 304.26, 4639056
35, 324, 107, 304.22, 4639056
40, 294, 95, 304.19, 4639056
45, 260, 82, 304.16, 4639056
50, 230, 70, 304.13, 4639056
55, 264, 60, 304.11, 4639056
65, 220, 44, 304.04, 4760704
70, 197, 38, 305.87, 4891796
75, 233, 33, 308.27, 5154460
80, 213, 29, 309.75, 5153404
85, 197, 25, 312.60, 5153404
90, 177, 22, 313.88, 5679784
95, 202, 21, 316.93, 5677692
100, 187, 19, 317.43, 5677696
105, 170, 18, 321.06, 5677696
110, 152, 15, 321.82, 5677696
115, 207, 12, 324.86, 5677696
120, 198, 11, 325.67, 6730436
125, 189, 10, 329.39, 6726272
130, 183, 8, 330.13, 6726272
135, 209, 7, 331.69, 6726272
140, 194, 6, 334.36, 6726964
145, 173, 5, 335.50, 6727372
150, 157, 4, 338.52, 6726440
155, 205, 4, 339.60, 6726288
160, 195, 3, 342.58, 6726276
165, 176, 3, 343.92, 6726312
170, 163, 2, 346.89, 6726312
175, 196, 2, 347.43, 8831812
185, 182, 1, 350.98, 8823960
190, 166, 1, 354.96, 8824452
195, 212, 1, 354.97, 8824452
200, 194, 1, 356.62, 8825476
205, 179, 0, 359.22, 8825476
215, 222, 0, 363.51, 8827552
220, 203, 0, 365.11, 8827524
225, 182, 0, 367.96, 8827524
230, 166, 0, 369.32, 8827524
235, 192, 0, 372.20, 8827524
240, 181, 0, 372.43, 8827524
245, 166, 0, 376.14, 8827524
250, 159, 0, 376.71, 8827524
255, 204, 0, 380.72, 8827524
260, 190, 0, 380.71, 8827524
265, 170, 0, 385.07, 8827524
270, 158, 0, 385.04, 8831656
275, 191, 0, 386.62, 8831620
280, 178, 0, 389.08, 8831884
285, 165, 0, 390.87, 8831848
290, 152, 0, 393.64, 13042748
295, 179, 0, 394.49, 13018124
305, 147, 0, 398.30, 13017956
310, 166, 0, 401.83, 13017956
320, 191, 0, 406.34, 13017956
325, 173, 0, 406.33, 13017980
330, 156, 0, 408.60, 13017956
335, 223, 0, 411.04, 13017956
340, 204, 0, 413.16, 13017956
345, 184, 0, 414.77, 13017956
350, 169, 3, 417.32, 13017956
355, 203, 7, 418.34, 13017956
360, 191, 9, 421.78, 14323808
365, 190, 7, 421.78, 14307212
370, 171, 6, 423.75, 14307212
375, 236, 5, 426.12, 14307212
380, 219, 4, 427.34, 14307212
385, 212, 4, 429.85, 14307212
390, 190, 3, 431.25, 14307212
395, 212, 3, 434.13, 14307232
400, 194, 2, 435.01, 14307212
405, 176, 2, 438.71, 14307212
410, 159, 1, 438.87, 14307212
415, 200, 1, 442.84, 14307216
420, 190, 1, 443.65, 14307216
425, 171, 1, 445.34, 14307216
430, 236, 1, 447.92, 14307216
435, 282, 0, 449.45, 14307216
440, 267, 0, 452.47, 14307216
445, 245, 0, 453.65, 14307216
450, 221, 0, 457.01, 14307216
455, 244, 0, 458.01, 14307216
460, 227, 0, 461.29, 14307236
465, 205, 0, 462.01, 14307216
470, 182, 0, 463.18, 14307216
475, 219, 0, 465.86, 14307216
480, 201, 0, 467.27, 14307216
485, 187, 0, 469.79, 14307216
490, 169, 0, 470.98, 14307216
495, 216, 0, 474.21, 14307216
500, 207, 0, 475.23, 14307216
505, 190, 0, 478.51, 14307216
510, 171, 0, 478.82, 14307216
515, 224, 0, 482.83, 14307216
520, 209, 0, 482.82, 14307236
525, 183, 0, 486.76, 14307216
530, 171, 0, 486.74, 14307216
535, 211, 0, 488.73, 14307216
540, 195, 0, 491.47, 14307216
550, 156, 0, 495.34, 14307216
555, 195, 0, 495.67, 14307220
560, 184, 0, 499.74, 14307220
565, 178, 0, 502.29, 14307220
575, 264, 0, 504.18, 14307220
580, 392, 0, 506.40, 14307220
585, 453, 0, 507.62, 14307220
590, 415, 0, 510.61, 14307220
595, 417, 0, 512.71, 18501524
600, 372, 0, 513.71, 18501524
605, 328, 0, 516.70, 18501548
610, 306, 5, 516.64, 18501524
615, 339, 4, 520.67, 18501524
620, 312, 7, 520.79, 18501524
625, 271, 5, 524.94, 18501524
630, 260, 5, 524.90, 18501524
635, 288, 4, 527.85, 18501524
640, 258, 3, 530.21, 18501524
645, 232, 3, 532.99, 18501524
650, 270, 2, 534.20, 18501524
655, 283, 2, 535.19, 18501524
660, 259, 1, 537.90, 18501524
670, 206, 1, 542.15, 18501524
675, 247, 1, 543.13, 18501548
680, 226, 1, 546.41, 18501524
685, 203, 0, 546.87, 18501528
690, 193, 0, 550.32, 18501528
695, 241, 0, 550.85, 18501528
700, 221, 0, 554.17, 18501528
705, 198, 0, 554.12, 18501528
710, 179, 0, 555.80, 18501528
715, 231, 0, 558.35, 18501528
720, 211, 0, 560.19, 18501528
725, 189, 0, 563.00, 18501528
730, 171, 0, 564.20, 18501528
735, 233, 0, 567.38, 18501528
745, 198, 0, 571.84, 18501528
750, 185, 0, 571.84, 18501528
755, 320, 0, 575.46, 18501528
760, 300, 0, 576.05, 18501528
765, 267, 0, 577.59, 18501528
770, 242, 0, 580.35, 18501548
775, 276, 0, 581.20, 18501528
780, 251, 0, 584.61, 18501528
785, 235, 0, 585.62, 18501528
790, 213, 0, 588.60, 18501528
795, 248, 0, 589.25, 18501528
800, 237, 0, 593.29, 18501528
805, 210, 0, 593.26, 18501528
810, 191, 0, 594.96, 18501528
815, 234, 0, 597.45, 18501528
820, 228, 0, 599.18, 18501528
825, 209, 0, 601.64, 26890132
830, 193, 0, 602.85, 26890132
835, 235, 0, 605.66, 26890156
840, 214, 0, 607.04, 26890136
845, 191, 0, 606.98, 4639088
850, 177, 0, 606.93, 4639068
855, 217, 0, 606.86, 4639068
860, 202, 0, 606.80, 4639068
865, 188, 3, 606.74, 4639068
870, 175, 7, 606.67, 4639068
875, 221, 6, 606.61, 4639068
880, 376, 6, 606.54, 4639112
885, 627, 5, 606.49, 4639112
890, 566, 5, 606.44, 4639112
895, 548, 4, 606.37, 4639112
0, , , 
5, , , 
10, , , 
